Judul,Penulis,Pembimbing 1,Pembimbing 2,Abstrak,Prodi
PENERAPAN KETENTUAN PENGGELAPAN DAN PENADAHAN DALAM KITAB UNDANG-UNDANG HUKUM PIDANA DAN TINDAK PIDANA MIGAS DALAM UNDANG-UNDANG NOMOR 22 TAHUN 2001 TENTANG MIGAS DALAM KASUS PENIMBUN BAHAN BAKAR MINYAK ILLEGAL," Fery Riswantoro, S.H"," Dr. Eny Suastuti, S.H., M.Hum","Dr. Syamsul Fatoni, S.H.,","Judul dari tesis ini adalah “PENERAPAN KETENTUAN PENGGELAPAN DAN PENADAHAN DALAM KITAB UNDANG-UNDANG HUKUM PIDANA DAN TINDAK PIDANA MIGAS DALAM UNDANG-UNDANG NOMOR 22 TAHUN 2001 TENTANG MIGAS DALAM KASUS PENIMBUN BAHAN BAKAR MINYAK ILLEGAL”. Adapun latar belakang dari penulisan ini adalah tidak ada suatu kepastian hukum dalam penerapannya Pasal-Pasal berkaitan dengan tindak pidana penimbunan BBM.
Adapun permasalahan yang diteliti dalam tesis ini adalah: a) Apakah ketentuan Pasal 372 KUH Pidana dan Pasal 480 KUH Pidana dapat diterapkan terhadap kasus penimbun BBM illegal?, b) Apakah ketentuan dalam UU No. 22 Tahun 2001 dapat diterapkan terhadap kasus penimbun BBM illegal?
Sedangkan tipe dari penelitian ini adalah penelitian hukum normatif dengan pendekatan konsep dan perundang-undangan.
Adapun hasil dari penelitian ini menunjukkan bahwa : Ketentuan Pasal 372 KUH Pidana dan Pasal 480 KUH Pidana serta Pasal 55 UU No. 22 Tahun 2001, dapat diterapkan terhadap kasus penimbun BBM yang didapat dari illegal truk tangki. BBM yang diakut dalam truk tangki tersebut adalah milik Pertamina, yang ada ditangan pengemudi tangki BBM beserta kernetnya tidak dari perbuatan melawan hukum, diperlakukan seakan-akan BBM tersebut adalah miliknya sendiri, dan dijual kepada Imam Asari selaku pemilk gudang sehingga memenuhi unsur penggelapan. Imam Asari bertindak selaku pembeli BBM illegal milik Pertamina kemudian menjualnya kepada pihak lain, dengan maksud untuk mendapat keuntungan, melalui mengangkut, menjual BBM yang diketahui atau sepatutnya harus diduga bahwa BBM tersebut diperoleh dari kejahatan penadahan. Ketentuan Pasal 55 UU No. 22 Tahun 2001 dapat diterapkan terhadap kasus penimbun BBM illegal, berdasarkan atas asas lex spesialis derogat lex generalis yakni aturan yang bersifat umum sebagaimana Pasal 372 dan 480 KUHP ditiadakan oleh ketentuan Pasal 55 UU No. 22 Tahun 2001 sebagai aturan yang bersifat khusus
Kata kunci— Penerapan, Penggelapan Dan Penadahan, Bahan Bakar Minyak",24
"AKIBAT HUKUM TIDAK DILAKSANAKAN DIVERSI TERHADAP
PELAKU KEJAHATAN ANAK"," Bakhtiar Pradinata, S.H"," Dr. Eny Suastuti, S.H., M.Hum","Dr. Syamsul Fatoni, S.H.,","Penelitian berjudul Akibat Hukum Tidak Dilaksanakan Diversi Terhadap Pelaku Kejahatan Anak, yang dipermasalahkan Apa Ratio legis Pasal 7 Undang-Undang No. 11 tahun 2012 wajib dilakukan dalam kejahatan anak dan Apa akibat hukum Pasal 7 Undang-Undang No. 11 tahun 2012 yang mewajibkan Diversi tidak dilakukan dalam semua proses penyidikan, penuntutan dan pemeriksaan perkara anak. Penelitian dengan metode pendekatan peraturan perundang-undangan dan pendekatan konsep, diperoleh suatu kesimpulan sebagai berikut Ratio legis Mengapa diversi dalam ketentuan Pasal 7 Undang-Undang No. 11 tahun 2012 wajib dilakukan dalam kejahatan anak, adalah menjaga harkat dan martabatnya, terutama bagi anak yang berkonflik dengan hukum dalam proses peradilan pidana anak, sebagaimana dimaksud oleh pasal 3 huruf e UU No. 11 Tahun 2012, bahwa setiap anak dalam proses peradilan pidana berhak bebas dari penyiksaan, penghukuman atau perlakuan lain yang kejam, tidak manusiawi, serta merendahkan derajat dan martabatnya. Anak meskipun berkonflik dengan hukum tetap mendapatkan perlindungan khusus, terutama pelindungan hukum dalam sistem peradilan"". Terkait dengan asas dan tujuan terhadap perlindungan anak, yang utuh, menyeluruh dan komprehensif, yang diadopsi dari Konfrensi Hukum Anak dan disesuaikan dengan jiwa dan pandangan hidup bangsa. Akibat hukum apabila Pasal 7 Undang-Undang No. 11 tahun 2012 yang mewajibkan Diversi tidak dilakukan dalam semua proses penyidikan, penuntutan dan pemeriksaan perkara anak, diversi merupakan suatu keharusan yang harus ditaati oleh aparat penegak hukum meliputi, penyidik, jaksa penuntut umum dan hakim Pengadilan Negeri, dan jika ternyata tidak dilakukan, maka akan berakibat terhadap putusan pengadilan, yang memeriksa perkara tidak didasarkan atas peraturan perundang-undangan tidak sah. Dan selain dari pada itu terhadap perkara yang sudah terlanjur di vonis oleh pengadilan dapat mengajukan fatwa ke Mahkamah Agung RI ataupun mengajukan upaya hukum luar biasa seperti mengajukan Permohonan Peninjauan kembali ke Mahkamah Agung Rl apabila perkara tersebut sudah inkrah
Kata kunci— Akibat Hukum, Diversi, Kejahatan Anak",24
"PENYELESAIAN SENGKETA PERTANAHAN 
BERBASIS KEARIFAN LOKAL 
MASYARAKAT MADURA
", EKA RUSMIATI," Dr. Mufarijul Ikhwan, SH, M.Hum","Dr. Djulaeka, SH, M.Hum","Tanah memiliki arti yang sangat penting dalamkehidupan  manusia tanah  dapat di nilai sebagai harta yang mempunyai sifat tetapdan dapat di buat cadangan untuk kehidupan masa depan anak cucu sebagai harta warisan dari nenek moyangnya.
Tanah bagi masyarakat Madura memiliki artipenting sehingga baik raga maupun nyawa menjadi taruhannya untuk mempertahankan harta miliknya (tanah) dari berbagai macam sebab sehingga menimbulkan sengketa diantara para pihak. 
Penelitian ini adalah penelitian dengan mempergunakan pendekatan fakta (fact approach) berdasarkan purposive sampling yaitu berdasarkan pada pertimbangan wilayah yang pernah terjadi sengketa pertanahan yang diselesaikan secara non–litigasi khususnya yang diselesaikan secara mediasi yang lokasi penelitiannya meliputi 4 (empat) Kabupaten di wilayah Madura, yaitu Kabupaten Bangkalan, Kabupaten Sampang, Kabupaten Pamekasan dan Kabupaten Sumenep. 
Para pihak yang berperan dalam penyelesaian sengketa pertanahan melalui non-litigasi (mediasi) pada masyarakat Madura yaitu  meliputi para tokoh ulama’ yaitu Keyae, tokoh masyarakat yaitu Kepala Desa, tokoh masyarakat muda dan tokoh masyarakat lain “Blater”.
Kata kunci : Kearifan lokal masyarakat  Madura sebagai mediasi  penyelesaian sengketa pertanahan pada masyarakat Madura.
",24
"HUKUM YANG HIDUP DALAM MASYARAKAT UNTUK MENGKUALIFIKASIKAN LESBIAN, GAY, BISEKS, DAN TRANSGENDER SEBAGAI TINDAK PIDANA", BAHRUL ULUM," Dr. Deni SB Yeherawan, SH., MS.","Dr. Syamsul Fatoni, SH., MH","Ketiadaan aturan hukum tertulis yang secara tegas melarang perilaku Lesbian, Gay, Biseks dan Transgender di Indonesia, memberi peluang terhadap semakin maraknya aksi yang dilakukan oleh Kaum LGBT. mereka menuntut persamaan hak dan perlindungan hukum terhadap komunitas dan perilaku mereka yang menyimpang. Bahkan secara terang-terangan ada beberapa anggota mereka yang melakukan perkawinan sejenis secara terbuka. Persoalan tersebut menimbulkan pro dan kontra yang cukup tajam di kalangan masyarakat, sebagian besar masyarakat berpandangan perilaku LGBT sebagai suatu kejahatan karena bertentangan dengan pancasila, Undang-undang Perkawinan dan adat istiadat bangsa. Sedangkan yang lain menganggap LGBT sebagai bagian dari Hak Asasi Manusia yang harus dilindungi dan dihargai. 
Melalui prespektif hukum yang hidup dalam masyarakat, penulis berusaha menganalisis dan mendefinisikan hakikat perilaku tersebut,  apakah perilaku LGBT dapat dikualifikasikan sebagai tindak pidana atau tidak. Dengan memakai pendekatan masalah konseptual dan komparatif, penulis mencoba menemukan teori, konsep dan doktrin hukum yang relevan untuk membangun argumentasi dan menemukan jawaban yang valid dan konkrit.
Dari hasil penelitian dapat disimpulkan, perilaku LGBT dapat dikualifikasikan sebagai tindak pidana dengan jenis crimina extra ordinaria/mala in se, suatu perbuatan yang dianggap jahat dan merugikan oleh masyarakat meskipun tidak diatur dalam undang-undang, hal ini disebakan karena perilaku tersebut bertentangan dengan hukum yang hidup dalam masyarakat, yang sarat akan nilai-nilai adiluhung bangsa Indonesia yang religius, adil dan beradab. Sehingga  meskipun perilaku tersebut tidak diatur oleh Undang-undang, dapat/memungkinkan untuk dipidana, berdasarkan doktrin ajaran sifat melawan hukum materiil dengan fungsinya yang positif
",24
UPAYA HUKUM TERHADAP PUTUSAN KOMISI INFORMASI MENURUT UNDANG-UNDANG NO. 14 TAHUN 2008 TENTANG KETERBUKAAN INFORMASI PUBLIK," ROSIMAN, SH"," Dr. ENY SUASTUTI, SH., M. Hum","Dr. MURNI, SH., M.Hum.","Penyelesaian sengketa informasi publik Undang-undang No 14/ 2008 ini mengenal dua model penyelesaian,pertama adalah; melalui proses mediasi jika pemohon informasi tidak mendapatkan haknya memperoleh informasi yang diminta sebagai mana pasal 35 hurup b,c,c,e,f,g Undang-undang No 14/2008 tentang keterbukaan Informasi Publik ( KIP )
.Sedangkan,model penyelesaian yang kedua adalah: jika alasan penolakan pemberian informasi oleh badan publik kepada pemohon itu karena pasal 17 Undang-undang no 14/2008 tentang ( KIP ) yakni termasuk  Informasi yang dikecualikan/tertutup atau  karena alasan saat  proses Mediasi tidak terjadi kesepakattan atau salah satu pihak menarik dri saat perundingan ,maka penyelesainya  melalui proses  Ajudikasi non litigasi walaupun mediasi ittu juga menjadi bagian dari penyelesaiaan Ajudikasi Non Litigasi’
Bedanya dari kedua model penyelesaian  sengketa tersebut, jika Mediasi menitik beratkan pada aspek kesepakatan antara pemohon dan termohon serta tidak diatur upaya hukum  lain  dari model penyelesaian tersebut.sedangkan Ajudikasi non litigasi murni penyelesaiannya ada ditangan Komisi informasi dan  Undang-undang No 14/2008 tentang KIP serta Peraturan Komisi informasi ( PERKI ) No 1 /2013 tentang Proses penyelesaian sengketa iinformasi publik ( PPSIP )  menngatur upaya hukum jika para pihak tidak menerima putusan Komisi informasi jika yang digugat  adalah badan publik Negara maka upaya hukum lanjutannya ke Pengadilan tata Usaha negara ( PTUN ). sedangkan jika yang digugat Badan publik bukan Negara, maka upaya hukumnya diproses melalui Pengadilan Negeri ( PN ).

Kata Kunci   :  Mediasi- kesepakatan Final dan Mengikat,Ajudikasi Non Litigasi putusan Komisi Informasi  yang memberi peluang untuk digugat ke pegadilan.
",24
IMPLIKASI PENANGKAPAN DAN ATAU PENAHANAN TERHADAP TERSANGKA DIDASARKAN ATAS LAPORAN DI LUAR TEMPAT KEJADIAN PERKARA , M. FAHRILLAH," Dr. ENY SUASTUTI., SH., M.Hum. ","Dr. DENI SB YUHERAWAN, SH., MS ","Laporan berdasarkan Pasal 108 ayat (1) KUHAP “bahwa laporan dugaan tindak pidana harus dilaporkan oleh orang yang mengalami, melihat, menyaksikan dan atau menjadi korban peristiwa”. Salah satu substansi yang menjadi fokus dalam kajian peneliti adalah syarat-syarat kedudukan pelapor yang melaporkan suatu peristiwa tindak pidana namun dilakukan pelaporan dil uar yurisdiksi tempat kejadian perkara tindak pidana serta yang melakukan pelaporan adalah bukan orang yang mengalami, melihat, menyaksikan dan atau bukan orang yang menjadi korban peristiwa tindak pidana. 
Penelitian yang digunakan dalam penulisan ini adalah  penelitian  hukum normatif dengan menggunakan pendekatan perundang-undangan (statute approach) dan pendekatan konsep (conseptual approach). 
Berdasarkan Pasal 1 Angka 24 KUHAP adalah “pemberitahuan yang disampaikan oleh seorang karena hak atau kewajiban berdasarkan undang-undang kepada pejabat yang berwenang tentang telah atau sedang atau diduga akan terjadinya peristiwa pidana”. Karena berdasarkan Pasal 1 Angka 24 KUHAP tersebut adalah kata “pemberitahuan” maka pemberitahuan yang merupakan bentuk Laporan  harus dilaksanakan berdasarkan kata “Undang – undang dalam Pasal 1 Angka 24 KUHAP.
Karena pemberitahuan yang disampaikan oleh seseorang karena hak atau kewajiban harus didasarkan pada Undang – undang, maka selaras dengan tegas telah di atur dalam Pasal 108 ayat (1) KUHAP. bahwa laporan dugaan tindak pidana harus dilaporkan oleh orang yang mengalami, melihat, menyaksikan dan atau menjadi korban peristiwa” 



Kata Kunci: Syarat pelaporan dugaan tindak pidana harus dilakukan berdasarkan Undang – undang 
",24
"ANALISIS PUTUSAN MAHKAMAH KONSTITUSI  NOMOR 128/PUU-XIII/2015 TENTANG PENGUJIAN KONSTITUSIONAL PASAL 33 HURUF g, PASAL 50 AYAT (1) HURUF a DAN HURUF c UNDANG-UNDANG NOMOR 6 TAHUN 2014 
TENTANG DESA
", LUKMAN HAKIM," Prof. Dr. Nunuk Nuswardani, SH., MH","Dr. Nurus Zaman, SH., MH","Salah satu kewenangan yang dimiliki oleh Mahkamah Konstitusi (MK)  melakukan pengujian Undang-Undang terhadap Undang-Undang Dasar Negara Republik Indonesia Tahun 1945, sebagaimana yang diatur dalam ketentuan Pasal 24C UUD 1945. Dalam tulisan ini Mahkamah Konstitusi melakukan pengujian pasal dalam UU No. 6 Tahun 2014 tentang Desa. Mahkamah Konstitusi dalam mengabulkan permohonan gugatan atas pengujian konstitsionalitas Pasal 33 huruf g dan Pasal 50 ayat (1) huruf c Undang-Undang Nomor 6 Tahun 2014 tentang Desa, memiliki 2 (dua) alasan sebagai pertimbangan hukumnya, yaitu: Pertama, pemilihan  kepala desa di nilai sebagai rezim pemilihan kepala daerah dan wakil kepala daerah, sehingga tidak perlu membatasi syarat domisili tertentu bagi yang akan mencalonkan sebagai kepala desa dan/atau perangkat desa, sebagaimana yang ada dalam persyaratan untuk menjadi kepala daerah dan wakil kepala daerah. Kedua, pemilihan kepala desa bagian yang tidak terpisahkan dari sistem Negara Kesatuan Republik Indonesia, sehingga semua warga Negara Republik Indonesia memiliki hak yang sama, termasuk hak yang sama untuk mencalonkan dirinya sebagai kepala desa dan/atau perangkat kepala desa.  
Putusan Mahkamah Konstitusi Nomor 128/PUU-XIII/2015 tentang Pengujian Konstitusiinalitas Pasal 33 huruf g dan Pasal 50 ayat (1) huruf c UU No. 6 Tahun 2014 tentang Desa, kurang mencerminkan ketentuan yang terdapat dalam Pasal 18B dan ketentuan Pasal 28J Undang-Undang Dasar Tahun 1945. Sehingga dapat di katakan bahwa Putusan tersebut telah menafikan nilai-nilai alamiah dari komunitas masyarakat desa yang sudah lama tumbuh dan berkembang di desa.
",24
IMPLEMENTASI ATURAN HUKUM YANG BERKAITAN DENGAN TINDAKAN KARANTINA DI LUAR TEMPAT PEMASUKAN DAN PENGELUARAN DI WILAYAH MADURA, Betty Fajarwati," Dr. Indien Winarwati.,SH.,MH","Dr. Mufarrijul Ikhwan,SH,M.Hum","Pengaturan hukum terhadap tindakan karantina yang dilakukan di luar tempat pemasukan/pengeluaran sudah ada tetapi tetapi belum dapat sepenuhnya dijadikan dasar pelaksanaan tindakan karantina diluar tempat pemasukan dan pengeluaran. Pelaksanaan tindakan karantina tumbuhan di luar tempat pemasukan dan pengeluaran diatur dalam permentan 38 tahun 2014 tentang Tindakan Karantina Tumbuhan di Luar Tempat Pemasukan dan Pengeluaran. Permentan Nomor 38 Tahun 2014 pasal 11 sampai dengan pasal 27 memberikan persyaratan administratif dan teknis yang berat untuk bisa dipenuhi oleh pengguna jasa karantina tumbuhan di Pulau Madura mengingat pengguna jasa karantina di Madura rata-rata adalah petani tradisional dengan latar pendidikan yang masih rendah. Persyaratan administrasi dan teknis yang berat harusnya dipersyaratkan untuk tindakan karantina tumbuhan tujuan ekspor impor yang memiliki resiko yang lebih tinggi untuk penularan penyakit. Seharusnya untuk tindakan karantina tumbuhan antar area cukup ditetapkan oleh kepala unit pelaksana teknis setempat dengan mempertimbangkan faktor kemampuan pengguna jasa yang ada di pulau Madura, sehingga dengan ditetapkannya tempat pemeriksaan tersebut oleh kepala Stasiun Karantina Pertanian Bangkalan, petugas karantina tumbuhan dapat melaksanakan tindakan karantina tumbuhan dengan dasar hukum yang kuat. Di bidang karantina hewan belum ada Permentan yang mengatur tindakan karantina hewan di tempat pemasukan dan pengeluaran, padahal hal ini sangat diperlukan sebagai landasan hukum dan pedoman teknis bagi petugas karantina hewan untuk pelaksanaan tindakan karantina hewan mengingat banyaknya tindakan karantina hewan di luar tempat pemasukan dan pengeluaran yang dilakukan di Pulau Madura, untuk memperlancar tindakan karantina hewan di tempat pemasukan dan pengeluaran di tempat yang telah ditetapkan pemerintah melalui Permentan 44 tahun 2014 tentang Tempat Pemasukan dan Pengeluaran Media Pembawa Penyakit Hewan Karantina dan Organisme Pengganggu Tumbuhan Karantina. Langkah hukum yang harus dilakukan agar tindakan karantina di luar tempat pemasukan dan pengeluaran dapat dilakukan sepenuhnya sesuai adalah dengan merevisi permentan nomor 38/Permentan/OT.140/3/2014 tentang Tindakan Karantina Tumbuhan di Luar Tempat Pemasukan dan Pengeluaran dan segera dibuat permentan tentang tindakan karantina hewan di luar tempat pemasukan dan pengeluaran yang implementatif dan rasional dengan kondisi pengguna jasa karantina pertanian di Pulau Madura disesuikan dengan kondisi di Pulau Madura dengan tetap mengedepankan prinsip-prinsip cegah tangkal penyakit.

Kata Kunci : Karantina Hewan dan Tumbuhan

",24
"PENERAPAN PASAL 6  UNDANG-UNDANG NOMOR 16 TAHUN 1992 TENTANG KARANTINA HEWAN, IKAN DAN TUMBUHAN DI WILAYAH KERJA SURAMADU", Cicik Sri Sukarsih," Dr. Indien Winarwati.,SH.,MH","Dr. Mufarrijul Ikhwan,SH,M.Hum            ","Penerapan Undang- Undang Nomor 16 Tahun1992 Tentang Karantina Hewan, Ikan dan Tumbuhan pasal 6 mengenai persyaratan karantina antar area tidak sepenuhnya dapat diterapkan di Wilayah Kerja Jembatan Penyeberangan Suramadu karena tidak adanya tempat pemeriksaan karantina pertanian (Wilayah Kerja Balai Besar Karantina Pertanian Surabaya) di Jembatan Suramadu sisi Surabaya.
  Berdasarkan Peraturan Menteri Pertanian Nomor 44/Permentan/OT.140/3/2014, Tentang Perubahan atas Peraturan Menteri Pertanian Nomor 94/ Permentan/OT.140/12/2011 Tentang Tempat Pemasukan dan Pengeluaran Media Pembawa Penyakit Karantina dan Organisme Pengganggu Tumbuhan Karantina, wilayah kerja Balai Besar Karantina Pertanian Surabaya memiliki 12 wilayah kerja yang tersebar di 12 kabupaten di Jawa Timur dan jembatan Penyeberangan Suramadu sisi Surabaya tidak ada di dalam Peraturan Menteri Pertanian tersebut.
  Penanganan terhadap Media Pembawa yang tidak memenuhi persyaratan karantina antar area masuk ke pulau Madura melalui Wilayah kerja Jembatan Suramadu dilakukan tindakan penahanan, penolakan , pembebasan dan pemusnahan. Apabila Media Pembawa sudah membawa dokumen SKKH ( Surat Keterangan Kesehatan Hewan ) dari daerah asal, maka Media Pembawa tersebut dilakukan pemeriksaan fisik dan apabila dinyatakan sehat maka Media Pembawa akan segera dibebaskan dengan dikeluarkannya Sertifikat Kesehatan Hewan.

Kata Kunci : Karantina Hewan dan Tumbuhan
",24
MEDIASI PERKARA PERDATA DI PENGADILAN NEGERI WILAYAH MADURA ," HAMSIYAH,SH."," Dr. Moh. Amir Hamzah, SH., MH.","Dr. Uswatun Hasanah, SH., MHum.","Suatu perkara perdata, kapan selesainya, secara normatif terdapat aturan yang jelas yaitu Surat edaran Mahkamah Agung Nomor 2 Tahun 2014 tentang Penyelesaian Perkara di tingkat Pertama dan tingkat banding pada 4 (empat) lingkungan Peradilan, sehingga bagi pihak yang beritikad buruk tidak akan lama menikmati sesuatu hak kebendaan yang bukan miliknya, sebaliknya bagi yang beritikad baik akan semakin sedikit kerugian oleh karena suatu sistem yang sudah berjalan sebagaimana mestinya. Memasuki forum peradilan sama halnya dengan mengembara dan mengadu nasib dihutan belantara (adventure in to the unknown), masyarakat pencari keadilan membutuhkan suatu proses penyelesaian yang cepat yang tidak formalistis atau informal (procedure and can be put into motion quickly). Upaya Penyelesaikan sengketa atau perkara di Pengadilan, maka jalan pertama yang ditempuh akan ditawarkan sebuah bentuk perdamaian yang bernama Mediasi dalam menyelesaikan sengketa, perkara atau bahkan konflik. Sengketa yang sering diselesaikan melalui mediasi di Pengadilan Negeri Sewilayah Madura adalah sengketa Tanah Hingga tahun 2016 ini hanya di Pengadilan Negeri Pamekasan dan hanya ada 2 kasus yang dinyatakan berhasil dan mencabut gugatannya kembali untuk berdamai. Selain itu hasilnya didominasi kegagalan dan ada beberapa juga para pihak yang tidak beritikad baik untuk melakukan proses mediasi. Artinya dalam pelaksaan mediasi ada beberapa hal yang memberikan dampak pada para pihak yang berperkara. Banyak yang menyatakan bahwa ketika seseorang telah mengajukan gugatan atau permohonan yang ada lawan ke pengadilan itu sudah merupakan keputusan akhir dan tidak ada titik temu dalam permaslahan tersebut kecuali melalui meja pengadilan, dan upaya mengatasinya dengan mengupayakan ruangan dan mediator yang ditunjuk didasarkan pada kreteria yang dianggap mampu menjalankan proses mediasi, dan faktor yang paling substansi adalah Faktor Struktur Hukum, Faktor Substansi Hukum dan faktor Budaya hukum. Kendala Yang Dihadapi Dalam Pelaksanaan Mediasi Di Pengadilan Negeri Wilayah Madura disebabkan kurangnya peranan dari para pihak untuk mendukung terciptanya proses mediasi dan keterbatasan tenaga mediator yang professional selain itu fasilitas mempengaruhi proses mediasi.",24
PENYELESAIAN NON-LITIGASI SENGKETA PEWARISAN DI MADURA , Dewi Pratiwi S.H," Dr. Uswatun Hasanah SH,M.Hum","Dr. Moh. Amir Hamzah., SH.,MH.","Sengketa adalah suatu situasi dimana ada pihak yang merasa dirugikan oleh pihak lain, yang kemudian pihak tersebut menyampaikan ketidakpuasan ini kepada pihak kedua. Jika situasi menunjukkan perbedaan pendapat, maka terjadi lah apa yang dinamakan dengan sengketa.
Berdasarkan latar belakang tersebut maka permasalahan penelitian secara rinci dirumuskan sebagai berikut:
a. Apakah penyebab terjadinya sengketa waris di kalangan masyarakat madura ?
b. Bagaimana bentuk penyelesaian sengketa waris di kalangan masyarakat madura  ?
c. Siapa yang berperan sebagai pihak yang menyelesaikan sengket waris di kalangan masyarakat madura
Tujuan
        a.Mengetahui penyebab terjadinya sengketa waris di kalangan masyarakat Madura .
        b.Mengetahui bentuk penyelesaian sengketa waris di kalangan masyarakat Madura.
c Untuk mengetahui siapa saja yang berperan sebagai pihak yang menyelesaikan sengketa waris di kalangan masyarakat Madura 
Penyebab Terjadinya Sengketa Waris pada Masyarakat Madura secara umum adalah dipicu oleh sengketa waris dari keluarga sehingga dari salah satu pihak ada yang menyetujui ada yang menolak untuk dibagi warisnya sesuai hukum waris yang sudah diatur dalam hukum Islam. Dan memilih pembagian secara hukum adat sebagai solusinya. 
 Bentuk penyelesaian sengketa waris pada masyarakat Madura secara umum diselesaikan dengan hukum adat. Karena budaya orang Madura yang mayoritas penduduk yang menjunjung tinggi nilai -nilai kesopanan dalam beradab serta budaya adatnya sangat kental sehingga hukum adat selalu diterapkan dalam penanganan sengketa waris 
Kata kunci : sengketa , harta warisan, penyelesaian sengketa
",24
"PENGKUALIFIKASIAN CYBERSEX 
SEBAGAI TINDAK PIDANA ASUSILA (ZINA) 
 "," ABDUL MANAN., S.H"," Dr. H. Syamsul Fatoni., S.H, M.H","  Dr. Erma Rusdiana., S.H, M.H"," 
Perkembangan teknologi yang semakin pesat di era globalisasi ini
masyarakat cendrung menyalahgunakan teknologi, salah satunya
digunakan dengan cara cybersex, cybersex dapat memberikan dampak
negative, seperti terjadinya tindak pidana dan kejahatan asusila,
sedangkan pengaturan cybersex di Indonesia kurang jelas dan dapat
dikatakan adanya kekosongan hukum. Sehingga perlu adanya kejelasan
pengaturan tersebut agar memberikan dampak positif bagi pengguna dan
rasa aman bagi masyarakat, maka dari itu perlu dikaji dengan rumusan
masalah, apakah cybersex dapat dikualifikasikan kejahatan Asusila dan
bagaimana Formulasi hukum pidana dalam upaya penanggulangan
cybersex? penelitian ini menggunakan penelitian yuridis normatif dengan
pendekatan perundang-undangan (statute approach), pendekatan
komparatif. Hasilnya yaitu Cybersex dapat dikualifikasikan kejahatan
Asusila karena Cybersex merupakan perkembangan lebih lanjut dari
kejahatan atau tindak pidana yang dilakukan dengan memanfaatkan
teknologi computer atau jenis lainnya dan dapat dikualifikasikan sebagai
kejahatan Asusila karena aktifitas cybersek sudah masuk dalam katagori
asusila. Formulasi dalam upaya penanggulangan cybersex dalam KUHP,
Undang-undang Ponorafi dan Porno Aksi dan Undang-undang ITE belum
mengatur secara spesific karena cybersex merupakan kejahatan yang
sulit diidentifikasi dalam hukum pidana, maka perlu adanya Formulasi baru
baik dalam pengaturan ataupun perubahan pengaturan di KUHP, Undangundang
Pornografi

dan
Porno
Aksi
dan
Undang-undang
ITE.



Kata
kunci
:
tindak
pidana,
asusila,
cybersex


",24
MEDIASI SENGKETA PERKAWINAN DI PENGADILAN AGAMA SE MADURA," Utik Inayatin, S.Ag."," Dr.Uswatun Hasanah,SH,MHum          ","Dr. Murni, SH.,MHum  ","Mahkamah Agung telah mengatur tentang mediasi penyelesaian sengketa di pengadilan sejak tahun 2008 yaitu melalui Peraturan Mahkamah Agung (Perma) Nomor 1 Tahun 2008 yang kemudian diperbarui dengan Perma Nomor 1 Tahun 2016 tentang Prosedur Mediasi di Pengadilan, namun fakta menunjukkan bahwa tingkat keberhasilan mediasi khususnya mediasi sengketa perkawinan di pengadilan agama masih jauh dari yang diharapkan. Berdasarkan itulah, maka penelitian ini bertujuan untuk mengkaji implementasi mediasi dalam penyelesaian sengketa perkawinan di Pengadilan Agama se Madura serta menganalisis pihak- pihak yang terlibat dalam mediasi sengketa perkawinan di Pengadilan Agama se Madura. Penelitian ini merupakan penelitian non doktrinal, karena meneliti data yang diperoleh secara langsung di lapangan kemudian disusul dengan dokumen-dokumen resmi, jurnal, serta hasil penelitian orang lain. Lokasi penelitian ini meliputi 5 (lima) Pengadilan Agama (PA) di 4 (empat) Kabupaten yang ada di wilayah Madura yaitu PA Bangkalan, PA Sampang, PA Pamekasan, PA Sumenep dan PA Kangean. Sumber data terdiri dari data primer dan data sekunder yang meliputi bahan hukum primer, bahan hukum sekunder, dan bahan hukum tersier. Teknik pengumpulan data menggunakan teknik wawancara dan studi dokumen. Data yang diperoleh kemudian dilakukan analisis secara induktif dengan menggunakan teori sistem hukum menurut Lawrence M.Friedman sehingga dapat memberikan gambaran yang jelas atas masalah hukum yang diteliti. Hasil penelitian menunjukkan bahwa ditinjau dari struktur bahwa ketidakmampuan mediator dalam menggali dan mengkomunikasikan permasalahan yang ada serta tidak dapat menemukan solusi bagi para pihak yang bersengketa merupakan penyebab ketidakberhasilan mediasi. Ditinjau dari substansi bahwa Perma Nomor 1 Tahun 2016 tidak mengatur tentang kewajiban untuk menghadiri persidangan bagi tergugat, meskipun pengadilan telah melakukan pemanggilan secara sah dan patut, menjadi penghambat terjadinya mediasi. Ditinjau dari budaya bahwa penyelesaian sengketa di pengadilan merupakan jalan terakhir setelah upaya penyelesaian melalui keluarga maupun tokoh masyarakat (Kyai atau Kepala Desa) tidak mendapatkan penyelesaian, sehingga kecil kemungkinan mediasi di pengadilan itu akan berhasil.

        Kata kunci : mediasi, sengketa perkawinan, pengadilan agama
",24
