Judul,Penulis,Pembimbing 1,Pembimbing 2,Abstrak,Prodi
Analisis Strategi Pemasaran Jamu Madura di UD Umi Kalsum Kabupaten Sumenep, Desy Ferawatul Wakilah," Khoirul Hidayat, ST., MT","Iffan Maflahah, S.TP., M.Si","Menurut Kemenkes RI tahun 2010 jumlah indudtri kecil obat tradisional (IKOT) di wilayah jawa timur tercatat 12 industri yang terletak di Kabupaten Sumenep. Setelah dilakukan survei penelitian hanya 4 industri yang masih memproduksi hingga saat ini. Tujuan penelitian ini adalah untuk mengembangkan strategi pemasaran industri jamu di Kabupaten Sumenep. Alat analisis yang digunakan dalam penelitian adalah analisis lingkungan internal (IFE) dan eksternal (EFE), matriks internal – eksternal (IE), matrik SWOT dan QSPM (Quantitative Strategic Planning Matriks ). Dari hasil analisa diperoleh ada 15 faktor internal  dan 11 faktor eksternal, sedangkan untuk alternatif strategi ada 8 alternatif strategi yang diperoleh dari matrik SWOT dan matrik IE. Pada matrik QSPM diperoleh prioritas strategi adalah 1. Memperbaiki bauran promosi melalui media, 2. Mempertahankan harga sejenis/bersaing, 3. Menciptakan produk dengan inovasi terbaru, 4. Mempertahankan dan meningkatkan kualitas produk, 5. Menjalankan sistem menejemen perusahaan, 6. Meningkatkan kualitas SDM, 7. Penggunaan alat teknologi terkini, 8. Meningkatkan kegiatan promosi.",Teknologi Industri Pertanian
"ANALISIS PENGENDALIAN PERSEDIAAN BAHAN BAKU
KEMASAN CUP 240 ml DAN KARTON BOX
MENGGUNAKAN METODE EOQ ", DEA MISBACHUL UMAMI," Dr. Moh. Fuad Fauzul M, S.TP., M.Si. ","Rakhmawati, S.TP., MT","Pengendalian persediaan termasuk salah satu modal kerja yang cukup
penting dalam suatu perusahaan. Dengan menggunakan metode Economic Order
Quantity 
Kata Kunci : Pengendalian Persediaan, EOQ, Safety Stock, Maximum Inventory,
Reorder Point",Teknologi Industri Pertanian
"Kajian Fisikokimia, Sensoris
Dan Kelayakan Finansial Cookies Tepung Kulit Tauge Kacang Hijau Dan Tepung
Tempe", NEILATUL NURIYAH," Dr. Mohammad Fuad FM., S.TP. M.Si","Dr. Ir. H. Asfan, MP ","Cookies atau biasa masyarakat Indonesia menyebutnya kue kering
merupakan salah satu makanan ringan.tepung kulit tauge kacang hijau dan
tepung tempe dapat dimanfaatkan sebagai bahan pembuatan cookies. Penelitian
ini bertujuan untuk mengetahui karakter fisikokimia, sensoris dan kelayakan
finansial usaha cookies.Metode penelitian menggunakan Rancangan Acak
Kelompok (RAK) 2 faktor proporsi tepungkulit tauge kacang hijau dan tepung
tempe dengan level sebagai berikut A (20:70), B (40:50), C (60:30), D (80:10), E
(70:20), F (50:40), G (30:60), H (10:80). Karakteristik fisik menunjukkan bahwa
tingkat kekerasan (hardness) berkisar dari 1,61-3,90. Tingkat kekerasan
terendah1,61 pada proporsi tepung kulit tauge dan tepung tempe (10:80) dan
tertinggi 3,09 proporsi (80:10). Karakteristik kimiawi cookies tepung kulit tauge
dan tepung tempe menunjukkan bahwa kadar air berkisar 2,633-5,833% melebihi
SNI maksimum 5%., kadar protein berkisar 2,8436-6,0654% melebihi maksimum
SNI 6% dan kadar serat berkisar dari 34,9333-75,6833% melebihi SNI maksimum
0,5%. Proporsi tepung kulit tauge dan tepung tempe berpengaruh nyata (p<0,05) 
terhadap hardness, rasa, warna, tekstur, aroma dan kesukaan keseluruhan. Hasil
analisis financial usaha cookies tepung kulit tauge dan tepung tempe didapatkan
nilai BEP Rp 10.797, nilai NPVRp 186.645.349, payback periode 1 tahun 4 bulan
bulan dan Net B/C 1,85 sehingga usaha dapat dijalankan. 

Kata kunci :Cookies tepung kulit tauge dan tempe, uji fisikokimia, sensoris dan 
finansial.
",Teknologi Industri Pertanian
"PENILAIAN DAUR HIDUP( LIFE CYCLE ASSESSMENT) PADA PRODUK KERUPUK TERIPANG
(DI UKM “SARI LAUT” DESA UJUNGANYAR PESISIR SOCAH)", Nur Istiqomah," Millatul Ulya, S.TP., MT","Ir. Umi Purwandari, M.App.Sc., P.hD","ABSTRAK
Teripang merupakan salah satu hasil laut Indonesia yang memiliki nilai ekonomis yang tinggi yang biasanya diperdagangkan dalam bentuk kering. Tujuan penelitian ini untuk mengetahui dampak terhadap lingkungan dan penilaian daur hidup (Life Cycle Assessment) yang disebabkan oleh kerupuk teripang pada UKM. Sari Laut. Hasil penelitian diperoleh 4 kategori dampak pencemaran terhadap lingkungan yaitu climate change GWP-100, depletion of abiotic resources – fossil fuels, eutrophication – generic, dan photochemical oxidations – high Nox. Dari nilai total yang didapatkan maka, dampak terhadap lingkungan paling besar yang ditimbulkan dalam daur hidup kerupuk teripang di UKM. Sari Laut adalah global warming. Berdasarkan penilaian dampak terhadap lingkungan produk kerupuk teripang untuk nilai total CO2 sebesar 90,222 kg atau 2,807 kg CO2 dalam 1 kg kerupuk teripang, nilai total CH4 0,0141049 kg atau 0,000438 kg dalam 1 kg kerupuk teripang, dan nilai total N2O sebesar 0,00191629 kg atau 0,0000596 kg dalam 1 kg kerupuk teripang..
Kata Kunci: Teripang, Life Cycle Assessment, Global Warming, Emisi",Teknologi Industri Pertanian
OPTIMASI SIFAT MEKANIK BIODEGRADABLE FILM BERBAHAN DASAR PATI SINGKONG DAN TEPUNG GATHOTAN DENGAN PENAMBAHAN SELULOSA DARI BATANG PISANG, CARINA CAKRA HERDARBENI," Ir. Umi Purwandari, M.App.Sc. Ph.D.","Ir. Muhammad Fakhry, MP","Penggunaan plastik semakin meningkat setiap tahunnya mulai dari keperluan rumah tangga hingga industri besar. Pengunaan plastik di Indonesia per kapita sudah mencapai 17 kilogram per tahun dengan pertumbuhan konsumsi mencapai 6-7 persen per tahun. Mendapatkan persamaan nilai kuat tarik (tensile strength), elongasi (elongation), modulus young dan permeabilitas uap air biodegradable film menggunakan berbagai macam konsentrasi pulp batang pisang dan mendapatkan hasil optimasi biodegradable film. Penelitian ini menggunakan metode RSM (Response Surface Methodelogy) dengan menggunakan 2 faktor yaitu tepung gathotan, pati singkong dan pulp pelepah pisang. Nilai persamaan tensile strength Y = 63.124,7 – 14.275,6 X1 – 6.216,3 X2 + 834,5 X12 + 35,0 X22 + 794,0 X1X2 , elongation Y = – 0,24267 + 0,69340 X1 – 3.40091 X2 – 0,05112 X12 + 0,17403 X22 + 0,37550 X1X2 dan modulus young Y = 13.529,8 – 2.853,7 X1 – 3,780,4 X2 + 171,6 X12 + 523,7 X22 + 235,8 X1X2, water vapor permeability Y = – 0,078243 + 0,028315 X1 + 0,034604 X2 – 0,001473 X12 + 0,001887 X22 – 0,003570 X1X2. Optimasi menggunakan Responce Surface Methodelogy (RSM) menunjukkan bahwa sampel pada kadar gathotan 8,1818 g dan pulp sebesar 1,1263 g menunjukkan nilai hasil sampel terbaik uji tensile strength, elongation, modulus young dan permeabilitas uap air. Proporsi tersebut menghasilkan nilai tensile strength 2.547,11 MPa, elongation 1,86 %, modulus young 251,12 MPa dan permeabilitas uap air sebesar 0,06 gr/m2.day.
Kata Kunci: Sifat mekanik, biodegradable film, RSM, selulosa",Teknologi Industri Pertanian
"STIK UBI JALAR UNGU (Ipomoea batatas L) : KAJIAN SENSORIS,
TESKTUR, DAYA KEMBANG DAN KADAR AIR ", MOHAMMAD ROKIM," Millatul Ulya, S. TP., MT","Rakhmawati, S. TP., MP.","Makanan ringan atau yang dikenal dengan sebutan snack food adalah produk
makanan yang sangat digemari oleh masyarakat Indonesia. Makanan ringan
dikelompokan menjadi berberapa jenis, contohnya kripik dan crackers. Ubi jalar
ungu berpontensi sebagai bahan pangan funsional,untuk itu penelitian ini
menggunakan tepung ubi ungu sebagai bahan baku stik. Tujuan penelitian
mengetahui pengaruh faktor formulasi tepung (terigu:tapioka) dan faktor tepung
ubi ungu : formulasi tepung serta interaksi antar kedua faktor terhadap sifat
seensoris, tekstur, daya kembang dan kadar air stik ubi jalar ungu. Rancangan
percobaan yang digunakan adalah Rancangan Acak Lengkap (RAL) dengan dua
faktor yaitu perbandingan tepung terigu dengan tepung tapioka (1:1, 3:2, 7:3)
dan persentase tepung ubi ungu terhadap berat adonan terigu dengan tapioka
(1:2, 2:5, 3:10) dan diulang sebanyak dua kali percobaan.hasil yang diperoleh
dari stik berbahan dasar tepung ubi ungu yaitu faktor formulasi tepung (tepung
terigu : tapioka) tidak berpengaruh nyata (P>0,05) pada sensoris rasa, tekstur,
warna, aroma, dan kesukaan keseluruhan stik ubi ungu, serta berpenngaruh
nyata terhadap daya kembang stik ubi ungu. Faktor Tepung ubi ungu : formulasi
tepung berpengaruh nyata terhadap kadar air, dan tidak berpengaruh nyata
terhadap sifat sensoris rasa,tekstur, warna, aroma, kesukaan keseluruhan, serta
daya kembang. Interaksi antara kedua faktor berpengaruh nyata terhadap daya
kembang, dan tidak berpengaruh nyata terhadap sifat sensoris serta kadar air.
Harga pokok produksi (HPP) produk stik ubi jalar ungu perlakuan terbaik yaitu
Rp. 7.666,67.  
. 
Kata Kunci: Sifat sensoris, Stik ubi ungu , RAL, HPP

",Teknologi Industri Pertanian
FORMULASI PEMBUATAN NUGGET IKAN KEMBUNG (Rastrelliger sp) DENGAN PENAMBAHAN DAUN SINGKONG (Manihot esculenta), MOH AGIL," Ir. Muhammad Fakhry, MP","Rakhmawati, STP. MT","Nugget merupakan makanan siap saji yang dibuat dari daging giling atau daging cacahan dan diberi bumbu yang kemudian dibentuk dalam cetakan tertentu, lalu dikukus, dipotong-potong sesuai ukuran, dipanir, dibekukan, dan sebelum dikonsumsi nugget harus melalui proses penggorengan. Tujuan dari penelitian ini untuk mengetahui 00031 Formulasi pembuatan Nugget Ikan Kembung (Rastrelliger sp) Dengan Penambahan Daun Singkong (Manihot Esculenta). Design penelitian menggunakan RAL (Rancangan Acak Lengkap) pola rancangan acak lengkap digunakan untuk mengetahui pengaruh perlakuan terhadap sampel. Dalam penelitian ini faktor yang mempengaruhi perlakuan adalah penambahan daun singkong pada nugget ikan kembung. Proses pembuatan nugget ikan kembung dengan proporsi 150,125,100,75,50 g dan penambahan daun singkong dengan proporsi 50,75,100,125,150 g. Hasil penelitian menunjukkan bahwa penambahan daun singkong karakteristik fisik menunjukkan bahwa tingkat kekerasan (hardness) berpengaruh nyata terhadap proporsi penambahan daun singkong pada nugget ikan kembung. Dengan nilai rata-rata berkisar dari 2,23-5,21. Tingkat kekerasan terendah yaitu 2,23 pada perlakuan (125:75) dan tertinggi 5,21 pada perlakuan (100:100), Nilai parameter uji warna tingkat L (kecerahan) dan b (kekuningan) menunjukkan ada pengaruh nyata terhadap proporsi penambahan daun singkong pada nugget ikan kembung. Sedangkan nilai parameter uji warna tingkat a (kemerahan) tidak ada pengaruh nyata terhadap proporsi penambahan daun singkong pada nugget ikan kembung, Proporsi penambahan daun singkong pada nugget ikan kembung berpengaruh nyata (P<0,05) terhadap rasa dan tekstur sedangkan untuk warna dan aroma tidak bepengaruh nyata (P?0,05).
Kata Kunci: nugget, ikan kembung, daun singkong, RAL
",Teknologi Industri Pertanian
Pengembangan Produk Jamu Empot-Empot dengan Metode QFD di PT. Ribkah Maryam Jokotole Kabupaten Bangkalan, NINA ISTIANA," Dr. Ir. H. Asfan, MP","Millatul Ulya, S.TP., MT","Pengembangan produk adalah penelitian terhadap produk yang sudah ada dan menghubungkannya dengan produk. Dimana QFD adalah metode untuk menilai kebutuhan pelanggan agar pengembangan produksinya lebih maju. Penelitian ini bertujuan untuk mengetahui atribut jamu empot-empot yang diinginkan konsumen dan persyaratan teknis dari jamu empot-empot. Metode yang digunakan adalah metode QFD R1 matrik  House of Quality (HOQ). HOQ merupakan rumah mutu yang akan diisi dari hasil didapatkan setelah wawancara. Terdapat 14 atribut kebutuhan konsumen yang harus diperhatikan dalam mengembangkan produk jamu empot-empot yaitu rasanya tidak terlalu pahit, terdapat rasa manis, praktis, tidak pekat, harganya murah, tidak menimbulkan efek samping, keamanan produk terjamin, tidak mengandung pengawet, komposisi harus jelas, menggunakan botol plastik isi 150 mL, kemasannya unik dan menarik, desain kemasan dengan warna cerah. Selain itu terdapat rancangan persyaratan teknis yang diperoleh dari 2 orang narasumber yang mana prioritas dari segi produk yang paling berpengaruh adalah formulasi simplisia yang digunakan. Sedangkan prioritas dari segi produk yang paling berpengaruh adalah pemilihan warna.
Kata Kunci  : Jamu empot-empot, Quality Function Deployment (QFD), pengembangan produk, House Of Quality (HOQ)",Teknologi Industri Pertanian
"Penerapan Good
Manufacturing Practices (GMP) di Industri Rumah Tangga Roti Pia Latief
Kediri.", MOHAMAD EFENDY," Iffan Maflahah, S.TP., M.Si ","Dr. Ir. H. Asfan, MP","Roti Pia merupakan jajanan yang mudah ditemui di Indonesia dan banyak
di produksi oleh skala Industri Rumah Tangga. Roti pia terbuat dari adonan
tepung, garam, gula, mentega dan telur yang ditambahkan dengan variasi isi
seperti kacang hijau, coklat dan keju. Menjaga kualitas roti pia merupakan
keharusan bagi Industri yang memproduksi roti pia. Good Manufacturing
Practices (GMP) merupakan suatu tata cara produksi makanan yang baik dan
menekankan pelaku industri menjaga kualitas dan keamanan pangan. Tujuan
penelitian ini adalah untuk mengetahui cara menjaga keamanan pangan dengan
menerapkan metode GMP di Industri Rumah Tangga Roti Pia Latief Kediri.
Metode penelitian yang digunakan adalah observasi lapang, dokumentasi,
wawancara dan studi literatur. Penilaian penerapan GMP dilakukan terhadap 14
aspek yang dinilai dengan menggunakan formulir pemeriksaan. Penilaian 14
aspek yang dinilai berdasarkan standar Badan Pengawas Obat dan Makanan
2012 yang meliputi: lokasi dan lingkungan, bangunan dan fasilitas, peralatan
produksi, suplai air atau sarana penyediaan air, fasilitas dan kegiatan higiene,
kesehatan dan higiene karyawan, pemilihan dan program higiene, penyimpanan,
pengendalian proses, pelabelan pangan, pengawasan oleh penanggung jawab,
penarikan produk, pencatatan dan dokumentasi, dan pelatihan karyawan. Hasil
penelitian menunjkkan bahwa penerapan GMP di Industri Rumah Tangga Roti
Pia Latief Kediri masuk kedalam kategori Level IV dengan nilai D (kurang).
Ketidaksesuaian pada roti pia latief karena ditemukannya penyimpangan kategori
minor sebanyak 1 penyimpangan, kategori mayor sebanyak 4 penyimpangan,
kategori serius sebanyak 9 penyimpangan dan kategori kritis sebanyak 5
penyimpangan. 

Kata Kunci: Roti Pia, GMP, Industri Rumah Tangga Roti Pia Latief Kediri. ",Teknologi Industri Pertanian
"Karakterisasi Kimia, Mikrobiologi, Sensoris dan Fisik Jajan Bungkil Kelapa dari Berbagai Variasi Pembuatan", JAMILAH," Ir. Umi Purwandari, M.App.Sc. Ph.D.","Rakhmawati, S.TP., MT.","Bungkil kelapa merupakan makanan yang terbuat dari hasil samping pembuatan minyak kelapa dengan cara fermentasi berhari-hari dan dihidangkan dalam ukuran kecil dengan warna coklat kehitaman. Penelitian ini melibatkan dua perlakuan yaitu media perendaman (fermentasi) berupa air, dan campuran air dengan air kelapa; dan waktu perendaman (fermentasi) selama 3 dan 6 hari. Pengujian yang dilakukan dalam penelitian ini meliputi pH, jumlah koloni, dan morfologi koloni pada tahap kelapa segar, setelah pembungkusan parutan kelapa dan setelah pengeringan serta ketengikan, sensoris dan tekstural produk akhir jajan bungkil kelapa. Hasil dari penelitian ini menunjukkan bahwa jajan bungkil kelapa yang difermentasi menggunakan campuran air dengan air kelapa selama 6 hari memiliki nilai pH yang paling rendah dan jumlah koloni yang paling tinggi sedangkan jajan bungkil kelapa yang difermentasi menggunakan air selama 3 hari memiliki nilai pH yang paling tinggi dan jumlah koloni yang paling rendah. Semua sampel jajan bungkil kelapa memiliki koloni berbentuk bulat, sedangkan koloni berbentuk batang hanya hidup pada sampel jajan bungkil kelapa yang difermentasi menggunakan campuran air dengan air kelapa dan yang menggunakan air saja dengan fermentasi yang lebih lama. Jajan bungkil kelapa tidak menunjukkan angka peroksida (0 mek/kg). Panelis lebih menyukai jajan bungkil kelapa yang difermentasi menggunakan campuran air dengan air kelapa selama 3 hari dengan karakteristik sedikit asam (4,83±1,88), cukup gurih (5,73±1,62), cukup keras (5,27±1,44), berminyak (3,67±1,15), dan cukup tidak tengik (5,17±1,64). Penggunaan media fermentasi campuran air dengan air kelapa, dan fermentasi 6 hari, menghasilkan jajan bungkil kelapa yang cenderung memiliki karakteristik tekstural lebih rendah daripada jajan bungkil kelapa yang difermentasi menggunakan air saja dan fermentasi 3 hari.",Teknologi Industri Pertanian
"PENGEMBANGAN PRODUK KERIPIK PISANG DENGAN METODE QFD ( QUALITY FUNCTION DEPLOYMENT )
( Studi Kasus : UD. Syahriyah )", JANURIANA NANDA ELISA," KHOIRUL HIDAYAT, S.T., M.T","Ir. UMI PURWANDARI, M. App. Sc., P. hD","Era persaingan industri yang semakin kompetitif menuntut setiap industri untuk secara cermat melakukan berbagai upaya produktif, menuntut perusahaan agar dapat melakukan inovasi produk secara kreatif, salah satunya melakukan pengembangan produk. Hal ini bertujuan untuk mengetahui produk keripik pisang sesuai dengan harapan konsumen menggunakan Metode QFD (Quality Function Deployment) adalah metode yang digunakan dalam penelitian ini. Hasil penelitian menunjukkan terdapat tujuh belas atribut kebutuhan konsumen, sebelas atribut dari segi produk dan enam atribut dari segi kemasan. Pada persyaratan teknis terdapat dua puluh satu atribut, enam belas atribut dari segi produk dan lima atribut dari segi kemasan dalam mengembangkan produk keripik pisang yang sesuai dengan harapan konsumen. Atribut yang perlu di kembangkan dari segi produk adalah atribut warna keripik kuning kecoklatan dan dari segi kemasan atribut desain produk menarik.
Kata Kunci : Pengembangan, Produk, Keripik Pisang.",Teknologi Industri Pertanian
Formulasi Tepung Puding Instan Mangga dan Stabilitas Penyimpanan, SANDRA AMILIYAH," Ir. Umi Purwandari, M.App.Sc. Ph.D.","Rakhmawati, S.TP., MT.","ABSTRAK
Tepung puding instan mangga dibuat dari campuran tepung beras dan tepung tapioka, sehingga memudahkan penggunaannya. Untuk menjadikan puding siap saji, tepung dicampur dengan air dan dipanaskan. Tujuan dari penelitian ini yaitu untuk mengkaji pengaruh proporsi tepung mangga dan komposit tepung beras dan tapioka, terhadap beberapa parameter yaitu meliputi uji sensoris, tekstur, kadar air, aktivitas air, uji warna dan stabilitas penyimpanan. Penelitian ini menggunakan Rancangan Acak Lengkap (RAL) dengan dua kali pengulangan dan dua faktor yaitu proporsi tepung mangga (20 g, 30 g, 40 g, 50, g dan 60 g). Hasil penelitian ini menunjukkan bahwa semakin rendah proporsi tepung mangga menghasilkan pudding mangga dengan karakteristik tekstural yang lebih tinggi, kadar air yang cenderung lebih meningkat, serta nilai kecerahan (L) dan kekuningan (b) yang lebih tinggi. Panelis lebih menyukai pudding mangga dengan proporsi campuran tepung mangga sebanyak 50 gram yang kemudian diuji stabilitas penyimpanannya dengan menyimpan dalam suhu ruang selama 4 minggu dan diuji perubahan warna dan tekstur selama penyimpanan. Tepung puding instan mangga mengalami peningkatan nilai aw (aktivitas air), penurunan nilai L dan b, dan peningkatan rata-rata nilai karakteristik tekstural selama penyimpanan.
Kata Kunci: Mangga, Puding instan, Stabilitas penyimpanan
",Teknologi Industri Pertanian
Perencanaan Dan Pengendalian Persediaan Bahan Baku Jamu Sehat Lelaki Di PT. Ribkah Maryam Jokotole Bangkalan., FITRIANA DEWI RAHMAWATI ," Iffan Maflahah, S.TP., M.Si ","Dr. Ir. H. Asfan, MP","ABSTRAK
Perencanaan dan pengendalian persediaan bahan baku digunakan untuk melakukan pemesanan dan memastikan bahan baku tiba dalam waktu yang tepat. Hal ini akan melancarkan jalannya proses produksi. Penelitian ini dilakukan di PT. Ribkah Maryam Jokotole Bangkalan dengan tujuan untuk mengetahui dan menganalisis tentang pengendalian bahan baku jahe merah pada produk jamu sehat lelaki. Metode yang digunakan yaitu Material Requirement Planning teknik Economic Order Quantity dan Lot For Lot. Selain itu, dilakukan analisa perhitungan Safety Stock, Maximum Inventory, kapasitas gudang dan Reorder Point. Hasil penelitian menunjukkan bahwa biaya persediaan menggunakan teknik EOQ lebih rendah dibandingkan dengan metode perusahaan dan teknik LFL. Teknik EOQ menghasilkan biaya persediaan sebesar Rp 534.964 dan biaya pembelian sebanyak 2 kali sebesar Rp 1.117.000. Metode MRP teknik EOQ menghasilkan biaya persediaan lebih rendah akan tetapi tidak dapat direkomendasikan bagi perusahaan karena tidak sesuai dengan kondisi bahan baku yang ada di perusahaan. Apabila menggunakan teknik EOQ dilakukan pembelian bahan baku dalam jumlah yang lebih besar, namun kapasitas gudang yang ada di perusahaan tersebut masih bisa mencukupi hal ini dapat dilihat dari perhitungan Maximum Inventory dan kapasitas gudang.
Kata Kunci : Persediaan, Material Requirement Planning, Maximum Inventory",Teknologi Industri Pertanian
"ANALISIS FISIKO – KIMIA, SENSORIS, DAN TEKSTURAL CAKE GLUTEN FREE  DARI TEPUNG KREKEL DENGAN VARIASI KOMBINASI SP (Sucrose Ester Fatty Acid)  DAN TEPUNG DAUN KELOR (Moringa oleifera)", Rista Dwi Fantari," Ir. Umi Purwandari, M.App.Sc. Ph.D.","Dr. Moh. Fuad Fauzul M., S.TP, M.Si","ABSTRAK
Cake merupakan salah satu produk yang umumnya dibuat menggunakan bahan baku tepung terigu. Pada penelitian ini pembuatan cake dilakukan dengan mengganti tepung terigu dengan tepung krekel (singkong terfermentasi) serta penambahan tepung daun kelor. Tujuan dari penelitian adalah mengetahui formulasi terbaik tepung daun kelor dan SP (emulsifier) terhadap karakteristik fisik, kimia, sensoris, dan tekstural cake. Penelitian menggunakan Rancangan Acak Lengkap (RAL) factorial dengan dua faktor, yaitu proporsi SP dan proporsi tepung daun kelor. Terdapat 2 taraf proporsi SP (10 dan 20%) dan 4 taraf proporsi tepung daun kelor (0 (kontrol), 2,5, 5, dan 7,5%) dengan 2 kali pengulangan. Parameter penelitian yang diuji meliputi warna, volume pengembangan, Aw (aktfitas air), pH,kadar air, sensoris (warna, aroma, tekstur, rasa, dan keseluruhan), serta tekstur (hardness, springiness, cohesiveness, gumminess, chewiness, dan resilience). Hasil penelitian menunjukkan bahwa proporsi tepung daun kelor dapat meningkatkan nilai warna (a) dan tekstur cake (hardness, gumminess, dan chewiness), serta menurunkan nilai warna (L, dan b), volume pengembangan cake, Aw, pH,karakteristik sensoris, dan tekstur (springiness, cohesiveness, dan resilience). Sedangkan proporsi SP mengakibatkan kenaikan kadar air,volume pengembangan,dan warna (b), serta menurunkan Aw, pH dan tekstur cake (hardness, chewiness, resilience).

Kata kunci: cake, gluten free, daun kelor",Teknologi Industri Pertanian
Penentuan Umur Simpan Kerupuk Daun Bawang Merah (Allium ascalonicum) dengan Menggunakan Metode Accelerated Shelf Life Testing (ASLT), RULLI ULFANI ," Iffan Maflahah, S.TP., M.Si","Ir. Umi Purwandari, M.App.Sc.Ph.D","ABSTRAK

Kerupuk merupakan makanan yang tergolong jenis crackers yang digemari masyarakat. Salah satu bahan tambahan pembuatan kerupuk ini yaitu daun bawang merah. Namun kerupuk mudah mengalami kerusakan. Oleh karena itu, perlu adanya penentuan umur simpan. Umur simpan merupakan waktu waktu yang  diperlukan produk untuk menentukan ketahanan mutu suatu produk. Penentuan umur simpan dapat dilakukan menggunakan metode ASLT (Accelerated Shelf Life Testing). Tujuan dari penelitian ini yaitu mengetahui umur simpan kerupuk daun bawang merah yang dikemas menggunakan jenis plastik polyethilene, polyprhopylene dan plastik metalized. Kerupuk daun bawang merah disimpan ada suhu 27°C, 35°C dan 45°C akan diuji pada setiap minggu selama 35 hari. Pengujian yang digunakan anatara lain uji organoleptik, uji kadar air dan uji tekstur. Berdasarkan hasil penentuan parameter pengujian, parameter yang sesuai untuk menduga umur simpan produk kerupuk daun bawang merah adalah parameter kadar air karena memiliki koefisien korelasi (R2) yang paling besar (mendekati 1). Hasil perhitungan umur simpan kerupuk daun bawang merah yang disimpan pada suhu 27?C untuk plastik PE yaitu selama 74 hari 3 jam 1 menit, plastik (PP) yaitu 80 hari 5 jam 1 menit dan kemasan metalized yaitu 117 hari 9 jam 2 menit. Perlakuan pada suhu 35oC memiliki umur simpan yaitu pada plastik (PE) selama 75 hari 5 jam 8 menit, pada kemasan polypropylene (PP) yaitu 81 hari 7 jam 9 menit dan kemasan metalized yaitu 118 hari 8 jam 8 menit. Sedangkan pada suhu 45oC umur simpan yang dimiliki yaitu pada plastik (PE) selama 83 hari 1 jam 3 menit, pada kemasan polypropylene (PP) yaitu 89 hari 8 jam 9 menit dan kemasan metalized yaitu 120 hari 8 jam 7 menit.
Kata Kunci : kerupuk, daun bawang merah, umur simpan. 
",Teknologi Industri Pertanian
"ANALISIS STRATEGI BERSAING INDUSTRI KERUPUK UDANG KWANYAR BANGKALAN (STUDI KASUS:  UD. LISA CHAYANK, KWANYAR BANGKALAN)", IKA RAHMANIA," Iffan Maflahah,S.TP.,M.Si","Ir. Umi Purwandari, M.App.Sc. Ph.D","ABSTRAK

  Industri Kerupuk di Bangkalan sebanyak 94 industri yang mana tersebar di beberapa kecamatan. Agroindustri kerupuk udang bagi masyarakat pesisir merupakan aktivitas ekonomi yang mampu membantu pendapatan daerah. Salah satu industri kerupuk terletak di Kecamatan Kwanyar Kabupaten Bangkalan. Penelitian ini dilakukan di UD.Lisa Chayank Kwanyar Bangkalan, pada penelitian ini menggunakan metode IFE , EFE, CPM, SWOT, IE, dan QSPM. Hasil dari penelitian ini yaitu terdapat 8 faktor eksternal yang dapat mempengaruhi industri kerupuk diantaranya yaitu: Potensi pasar semakin meningkat, Masyarakat menyukai kerupuk, Perkembangan teknologi, Memberikan lapangan pekerjaan, Fluktuasi harga bahan baku, Pesaing semakin banyak, Harga produk pesaing lebih murah, Jumlah pemasok bahan baku yang berkurang pada saat musim penghujan, sedangkan terdapat 12 faktor internal yang dapat mempengaruhi pengaruhi industri kerupuk yaitu: Rasa kerupuk khas udang, Sudah memiliki label pada kemasan, Sudah memiliki pelanggan, Akses mudah menuju industri, Produk yang beragam, Sanitasi terjamin, Belum mempunyai izin, Tidak ada promosi, Tidak terdapat catatan hasil penjualan, Harga yang relatif mahal, Hanya terdapat 2 lokasi pemasaran yaitu: Indah swalayan, Proses produksi manual. Hasil dari analisis QSPM terdapat 10 strategi yang menjadi prioritas yaitu: Mengembangkan produk atau menciptakan produk baru, Lebih gencar melakukan promosi, Menambah lokasi pemasaran, Mempertahankan kualitas kerupuk udang, Lebih banyak kenalan pemasok bahan baku kerupuk udang dan lain sebagainya.

Kata Kunci: IFE, EFE,CPM, SWOT dan QSPM
",Teknologi Industri Pertanian
